R,l,n_grid,c,gamma
59,3,8,1.6543011060785489,0.2956729052894075
59,4,16,3.55002075118864,0.3431608473922361
59,5,32,7.600931159681522,0.37507089822051504
59,6,64,11.360840640154038,0.37483639581880296
59,7,128,17.98646554474726,0.37776175240904125
59,8,256,24.578184472258727,0.3730428613357829
59,9,512,28.73818484772346,0.3630705689497072
59,10,1024,37.61665501492098,0.35931721599433153
60,1,2,0.1437719606439285,0.035942990160982125
60,2,4,0.3342684054467906,0.14453987456900746
60,3,8,1.7355008560704164,0.30043345075209144
60,4,16,7.692768813905076,0.4163520227642815
60,5,32,10.218989171105477,0.3979436659597728
60,6,64,16.48007611816729,0.39881046344880094
60,7,128,18.110477150436054,0.37813273772851763
60,8,256,24.684267402881233,0.37324374554827955
60,9,512,28.52189509634627,0.3627659321766451
60,10,1024,34.83875438431278,0.35657120654046426
61,1,2,0.05336427231495966,0.013341068078739915
61,2,4,0.16675767708823663,0.10208993494960603
61,3,8,1.004513047431999,0.2503755229336768
61,4,16,4.156614709209492,0.3569644370286492
61,5,32,11.14861102231498,0.40493392331762235
61,6,64,15.988429849206568,0.3968024192266453
61,7,128,19.361207967400333,0.38175743281340063
61,8,256,25.736097601344227,0.3751956940501773
61,9,512,29.589291885495186,0.3642498700977918
61,10,1024,37.76593318756204,0.35945955366689436
62,1,2,0.12966908514175524,0.03241727128543881
62,2,4,0.021354119123916604,0.03653262165852306
62,3,8,0.3392018172483944,0.17435165148571793
62,4,16,1.7005151121238384,0.28548620835353117
62,5,32,6.76162500804719,0.3663955792116403
62,6,64,8.916429101879658,0.36000221160749374
62,7,128,14.595035440977881,0.36665282090365414
62,8,256,21.501099691951822,0.3668576610042499
62,9,512,24.25469257927034,0.3562921105895272
62,10,1024,27.349323582369834,0.3480444138121126
63,1,2,0.012053200851200874,0.0030133002128002184
63,2,4,0.6358813295690613,0.19935541903361026
63,3,8,2.032582612003935,0.31668153693656104
63,4,16,4.704940496527172,0.3681955560692444
63,5,32,5.3925196173327095,0.35018565800810925
63,6,64,0.9362146428748019,0.24726875770114493
63,7,128,17.45150830586317,0.3761358412158933
63,8,256,24.076220879287575,0.37208190372737854
63,9,512,27.756799362192396,0.3616715812373989
63,10,1024,35.24176130921114,0.3569815486120655
64,1,2,0.09658952045444225,0.02414738011361056
64,2,4,0.3335694019041773,0.1443886685962963
64,3,8,1.6560233448075472,0.2957754748313816
64,4,16,0.6677113402718362,0.22598894605549455
64,5,32,3.919733197496271,0.32854231282255947
64,6,64,0.7560872201183884,0.2386173353277302
64,7,128,21.46998150152467,0.3874375197645516
64,8,256,30.12857728113886,0.38265935636286175
64,9,512,36.44332646031398,0.3727804438242985
64,10,1024,52.43635900935624,0.3714524793469941
65,1,2,0.19560653440984188,0.04890163360246047
65,2,4,0.4638712177622253,0.1702702296649038
65,3,8,0.5841947287668461,0.2089901831960437
65,4,16,0.3865923410457981,0.19713027153086427
65,5,32,8.206445906871977,0.3808649705089381
65,6,64,9.248915726439463,0.36220558760397936
65,7,128,14.340902619345798,0.3657339033357243
65,8,256,22.73577840769576,0.36942708843787425
65,9,512,27.326100685779238,0.3610436816485792
65,10,1024,36.696159532875754,0.358428116590726
66,1,2,0.1682803760651277,0.04207009401628192
66,2,4,0.9399004956440233,0.2423711636679402
66,3,8,1.865567755183477,0.30775870857957494
66,4,16,3.450369637117035,0.3407268941544925
66,5,32,2.8534843275837716,0.3083295201196939
66,6,64,8.560858321126489,0.3575687533035928
66,7,128,17.20589058855785,0.3753749754492999
66,8,256,23.24521371917581,0.3704517934128405
66,9,512,26.66451724091894,0.3600618339897451
66,10,1024,33.188037139130756,0.35484457128956154
67,1,2,0.018128692498350363,0.004532173124587591
67,2,4,0.04298231870941649,0.0518304439430971
67,3,8,0.05759406293546476,0.0965456211169624
67,4,16,0.2791875566083206,0.18172472617958002
67,5,32,0.3224629400251615,0.1993590569223992
67,6,64,5.4902968794554,0.3320519080597506
67,7,128,15.692367634705079,0.3704696608975792
67,8,256,22.80317317268782,0.3695637960009935
67,9,512,25.632543438056018,0.358486181788672
67,10,1024,29.119320830795914,0.35023386177609933
68,1,2,0.231063915418247,0.05776597885456175
68,2,4,0.6930675929833674,0.20812670314368711
68,3,8,1.4703253437579633,0.2842788106031561
68,4,16,3.2859808149733283,0.33659391816475104
68,5,32,8.39708975002145,0.38261832634901577
68,6,64,7.586329008604025,0.3504386141999993
68,7,128,20.010015733887485,0.38355928350696833
68,8,256,27.92758545702236,0.37904797631891857
68,9,512,32.399277294025524,0.3679402226034009
68,10,1024,41.21264134265948,0.3626127359472354
69,1,2,0.19581916796299392,0.04895479199074848
69,2,4,0.03754514812395726,0.04844142604989379
69,3,8,0.8885313428058836,0.24034269464450267
69,4,16,2.650606338165872,0.31898944773352556
69,5,32,2.4963021366557427,0.30019222401023393
69,6,64,22.609722923795516,0.42039339310050705
69,7,128,17.686863470101343,0.3768563526790896
69,8,256,24.050936157695105,0.372033036461063
69,9,512,27.43857333327469,0.36120849536951793
69,10,1024,33.151876691379584,0.35480588977875854
70,1,2,0.04544634991521068,0.01136158747880267
70,2,4,0.1930022199403183,0.10983004482503816
70,3,8,1.9104704356018232,0.31020832530615483
70,4,16,5.51914241567988,0.3831844783963226
70,5,32,1.3521843748462743,0.2655505414686796
70,6,64,2.7058832598122535,0.29511515884321105
70,7,128,17.528490919256,0.3763724259823257
70,8,256,26.722358424762206,0.3769635483357986
70,9,512,31.650369778857566,0.3669853798335948
70,10,1024,41.09835873451084,0.3625120577811337
71,1,2,0.1262391508768026,0.03155978771920065
71,2,4,0.24571789743563688,0.12392485057375419
71,3,8,0.32250092738310343,0.17144191059211558
71,4,16,1.6874875851025024,0.28493785804667066
71,5,32,5.048217680589119,0.3455951375193545
71,6,64,6.384169642086363,0.3405054586241694
71,7,128,13.931108312084689,0.36422230021018537
71,8,256,21.756393520758138,0.36739934005676056
71,9,512,25.34376434108708,0.35803516927392176
71,10,1024,29.544481571181677,0.35074189658829774
72,1,2,0.10516212821782811,0.026290532054457028
72,2,4,0.23039306317095054,0.11999819352050434
72,3,8,0.444363541172379,0.1907741299987497
72,4,16,1.4288162988910926,0.2733279899622886
72,5,32,6.915621633917567,0.3680495181720003
72,6,64,1.9010421071398014,0.2782522157829111
72,7,128,18.99443693221474,0.3807158224693052
72,8,256,27.976613274688134,0.3791310914411198
72,9,512,32.10106045566499,0.367562376514171
72,10,1024,38.33727652730886,0.3599996963205263
73,1,2,0.33455765962610107,0.08363941490652527
73,2,4,0.553699209678495,0.18602741895996389
73,3,8,0.8002409025252817,0.2321027345609009
73,4,16,0.5125865791306978,0.21153479620650514
73,5,32,0.4433310502305403,0.21246413945154605
73,6,64,3.8286630546613196,0.31269038935246124
73,7,128,16.64189811639335,0.37359199324726217
73,8,256,22.813090379604546,0.36958388280780213
73,9,512,25.90210788141121,0.3589031275541525
73,10,1024,30.469889664673246,0.3518253244416868
74,1,2,0.06645382552743984,0.01661345638185996
74,2,4,0.43189301676583014,0.16429641976581347
74,3,8,0.8483614200609466,0.23666478741442648
74,4,16,1.5744336124759002,0.28004066281966095
74,5,32,7.26817764807015,0.37172786334382035
74,6,64,19.024973345450917,0.4084704885813414
74,7,128,13.475973351677567,0.36249810739501265
74,8,256,18.60241361669614,0.36027669553657
74,9,512,21.606442566378973,0.3517442756666528
74,10,1024,28.037976616062224,0.3489110113053699
75,1,2,0.06653097764237015,0.016632744410592537
75,2,4,0.24521345070189327,0.12379757941441476
75,3,8,0.6132201490281446,0.21239558295985467
75,4,16,3.26559745057466,0.33607071561462815
75,5,32,3.420902522704637,0.3197187810576759
75,6,64,6.718306182841388,0.3434129282822204
75,7,128,18.489713393073544,0.3792538814848212
75,8,256,26.748208272925694,0.377009110973014
75,9,512,31.23023934592493,0.3664408925543573
75,10,1024,39.34722634614445,0.3609370139165294
76,1,2,0.10609115414760462,0.026522788536901154
76,2,4,0.11652885097662757,0.08534080610141448
76,3,8,0.3149691319314982,0.17009674638977534
76,4,16,1.1435017750585672,0.25852301931490046
76,5,32,9.7941154568814,0.39457816842068316
76,6,64,24.877164860336734,0.42714319259365496
76,7,128,14.160582805189733,0.3650733825923654
76,8,256,20.04223230794014,0.3636497305681022
76,9,512,23.61263772964594,0.35523162314369605
76,10,1024,29.866158890072256,0.351121922546758
77,1,2,0.15770388515137368,0.03942597128784342
77,2,4,0.18493514380574094,0.10751021573719778
77,3,8,0.7122615622122481,0.22326458777619348
77,4,16,1.4298700029729474,0.2733783685877487
77,5,32,0.9303723718322772,0.24641739930565973
77,6,64,15.496330530907926,0.3947403185009767
77,7,128,15.568919836810892,0.37005190905734564
77,8,256,22.116926094509836,0.3681549164179942
77,9,512,24.37661047981237,0.35649065933669954
77,10,1024,25.359853059635498,0.3454257283144911
78,1,2,0.07846880824667846,0.019617202061669614
78,2,4,0.1232697173895243,0.08777446859335161
78,3,8,0.7709901702940201,0.22923958964102606
78,4,16,1.4148688630193789,0.2726585092972924
78,5,32,0.14059258496399707,0.16886221895613698
78,6,64,5.818394385751617,0.3352796552439102
78,7,128,15.595619260886451,0.3701425008909682
78,8,256,21.052080144087086,0.36589113348778807
78,9,512,23.836024310527137,0.3556034687287613
78,10,1024,27.896420808508992,0.3487344545163941
79,1,2,0.3980632777355635,0.09951581943389087
79,2,4,0.5951218124487907,0.192860346567275
79,3,8,2.4728420917064717,0.3380690943411161
79,4,16,5.9517666172501436,0.39048241620829327
79,5,32,20.25682252472575,0.45630399732006016
79,6,64,13.168928590158885,0.3841773434533391
79,7,128,21.252332417519938,0.3868739814774801
79,8,256,28.478608672943665,0.3799748521333444
79,9,512,33.77039462394896,0.3696386343694931
79,10,1024,47.45758877915796,0.3677651526490901
80,1,2,0.04088947876963078,0.010222369692407696
80,2,4,0.505402156574708,0.17772910506138057
80,3,8,0.48628421256173837,0.19659391230625098
80,4,16,3.970455829502626,0.35289873444521963
80,5,32,2.7067680682429227,0.30509157686289895
80,6,64,14.192395282784673,0.38899972271762645
80,7,128,20.720957171983173,0.38547707366928424
80,8,256,28.78482394909952,0.3804831740213333
80,9,512,33.859617569018155,0.36974701853727165
80,10,1024,43.53324147884268,0.36460457117811956
81,1,2,0.12035695797748636,0.03008923949437159
81,2,4,0.14077615749819294,0.09380037230009836
81,3,8,1.1907285374666827,0.2649786782318997
81,4,16,2.0223231795758636,0.29812791898187974
81,5,32,0.14146992102268996,0.1690724441204181
81,6,64,4.816176862622342,0.3248805760237895
81,7,128,15.894608564451119,0.37114800310269286
81,8,256,24.0638011464398,0.3720579059770378
81,9,512,28.461991256772308,0.36268119655709663
81,10,1024,37.69779677106999,0.3593946480990243
82,1,2,0.10866388073384114,0.027165970183460286
82,2,4,0.14277442364050597,0.09446375748154222
82,3,8,0.5305675633518945,0.20238900122052975
82,4,16,0.8403512252665308,0.23936200722674367
82,5,32,1.3297640712257248,0.264664033927068
82,6,64,10.452394592886776,0.36966582967359135
82,7,128,14.007957296603308,0.3645086497591249
82,8,256,19.666950466951675,0.36279152793103625
82,9,512,21.926237913503428,0.3523189656249559
82,10,1024,24.017444853438064,0.3435521643392339
83,1,2,0.08067367602326736,0.02016841900581684
83,2,4,0.33901453677220506,0.1455623871343927
83,3,8,0.9992932680313409,0.2499410917896597
83,4,16,0.7591697976769751,0.2333590989380546
83,5,32,5.953481907603759,0.3571858256745744
83,6,64,1.7290509593328807,0.27388903185414437
83,7,128,13.340851799551274,0.36197661730026565
83,8,256,18.699593428849766,0.3605114222156058
83,9,512,20.464560958644142,0.3496285954647252
83,10,1024,21.75537855742732,0.34017051940815013
84,1,2,0.2221613175286392,0.0555403293821598
84,2,4,0.4005862675403069,0.15822971187886672
84,3,8,0.06813353591940796,0.10210812891729201
84,4,16,4.715336855142951,0.36839878527247727
84,5,32,10.699325567186861,0.40161626157915276
84,6,64,5.136956741085669,0.3283908088752947
84,7,128,19.65186474670736,0.38257093759755817
84,8,256,29.55559739915043,0.381742028060655
84,9,512,33.297020628204336,0.3690593066223856
84,10,1024,37.51461225398816,0.35921962476452457
85,1,2,0.01597183767191801,0.0039929594179795025
85,2,4,0.2319325414820561,0.12039843787453601
85,3,8,1.9502660414711812,0.31234744775291257
85,4,16,5.180374334914632,0.37716405337416015
85,5,32,0.7838770096947201,0.23811655688388844
85,6,64,0.2961193555020145,0.20410382386270126
85,7,128,17.68638812793324,0.3768549057797375
85,8,256,24.523975301555765,0.37293991493785567
85,9,512,29.348259077727562,0.36391898587762433
85,10,1024,40.831259372178465,0.36227576832971725
86,1,2,0.028605971121320906,0.007151492780330226
86,2,4,0.0457496310764256,0.05347290848903396
86,3,8,0.17370689671530215,0.13949084203403458
86,4,16,4.289403820359752,0.35978184306595895
86,5,32,15.705588035010692,0.4336614813378588
86,6,64,47.04626468918468,0.47500064565249756
86,7,128,19.62890068292836,0.38250704117952
86,8,256,28.18429125196417,0.3794817532791198
86,9,512,31.658743279753253,0.3669961664063212
86,10,1024,33.6677734333789,0.3553541962742165
87,1,2,0.011096826929519299,0.0027742067323798247
87,2,4,0.0711966797157686,0.06670676489109284
87,3,8,0.0609525941968343,0.0983869294172809
87,4,16,0.5836001296845552,0.21850876056099527
87,5,32,2.7003179156499186,0.3049460331273107
87,6,64,18.060860480785777,0.40494534873905563
87,7,128,17.534209849829494,0.37638996597211904
87,8,256,24.315909055912925,0.37254292705111636
87,9,512,27.370758785196813,0.3611091942094147
87,10,1024,31.387086675153114,0.3528703021650757
88,1,2,0.01671159375795206,0.004177898439488015
88,2,4,0.0259725145215306,0.04028997589470193
88,3,8,0.31575985534068707,0.17023896888036333
88,4,16,0.9667586839951525,0.2478960057073739
88,5,32,4.008394260854516,0.3300153152877587
88,6,64,7.619463623169395,0.3506932514780536
88,7,128,14.201134890954563,0.3652225526989986
88,8,256,21.57729440132971,0.3670199164901903
88,9,512,25.01512237699353,0.35751630787848765
88,10,1024,29.961049233330414,0.35123332133603646
89,1,2,0.008153369830305568,0.002038342457576392
89,2,4,0.025527300253950003,0.03994316294275999
89,3,8,1.4793515617717574,0.28485934642714994
89,4,16,3.7535069368870495,0.34797601827516333
89,5,32,4.62025730874268,0.33952615964529803
89,6,64,21.8926403641417,0.41814126856993766
89,7,128,13.522231284523514,0.36267560633592877
89,8,256,19.574944763466192,0.3625789415475375
89,9,512,22.719639140646905,0.35371320920026705
89,10,1024,27.907883501728065,0.34874878143359034
90,1,2,0.23230242623788255,0.05807560655947064
90,2,4,0.3093847730245134,0.13905591793962632
90,3,8,0.09544746057571984,0.11425138358883181
90,4,16,0.34575187005273733,0.19170398603439898
90,5,32,15.922952885695963,0.43485526303171756
90,6,64,26.268973569298623,0.4310363130736796
90,7,128,15.721734331576954,0.3705686239725312
90,8,256,22.80327172535908,0.36956399565210213
90,9,512,25.996212319325423,0.3590477745805459
90,10,1024,30.15831037517637,0.3514638882404529
91,1,2,0.06536110944035589,0.016340277360088973
91,2,4,0.022013169505520125,0.03709208937354443
91,3,8,1.2001159884382098,0.2656732014718204
91,4,16,2.2170438025859482,0.30505881371509225
91,5,32,1.0148069763652074,0.2507360024445311
91,6,64,18.072011649028354,0.40498700836792734
91,7,128,17.416038769237275,0.3760265342520989
91,8,256,23.225474573249812,0.3704124567122565
91,9,512,26.966220021538902,0.36051224209226257
91,10,1024,36.19951930211391,0.35794004554880826
92,1,2,0.05550243285145262,0.013875608212863155
92,2,4,0.4245965317664808,0.16290268025850604
92,3,8,1.1862902113033087,0.26464904081083407
92,4,16,3.828615105388508,0.34970386785130914
92,5,32,2.699710810099191,0.30493231984711683
92,6,64,2.979894008862402,0.2998979369466439
92,7,128,14.676993103460518,0.3669462468986078
92,8,256,20.70078178908807,0.36512229463375495
92,9,512,23.688516683105263,0.3553582793520541
92,10,1024,28.159190817910712,0.34906156038452363
93,1,2,0.08191579355561784,0.02047894838890446
93,2,4,0.3336215895869774,0.14439996312044573
93,3,8,2.7890843026152368,0.3519064463530074
93,4,16,4.490361999811682,0.36392370658704815
93,5,32,13.36099673850157,0.4198631698652179
93,6,64,9.657841828671963,0.3648267631994514
93,7,128,13.835503128744676,0.36386416653813636
93,8,256,18.544532711439388,0.3601363805230175
93,9,512,21.278149008125183,0.35114639469529757
93,10,1024,26.95826621039305,0.3475435271997603
94,1,2,0.04070022872580292,0.01017505718145073
94,2,4,0.02486489751097487,0.03942151816503176
94,3,8,0.5677452592412706,0.20700993110999513
94,4,16,1.3716141997866487,0.27055028876926546
94,5,32,2.972215370170943,0.3108537163194231
94,6,64,9.494359789780901,0.3637901670204984
94,7,128,14.583259406350408,0.3666105441982031
94,8,256,21.10903589201189,0.36601472565783616
94,9,512,25.61057339402032,0.3584520283344581
94,10,1024,36.98587717022747,0.35871009664737324
95,1,2,0.1375744617757415,0.03439361544393538
95,2,4,0.023076815230462344,0.03797763752399425
95,3,8,0.9202808703953309,0.24317194782406543
95,4,16,1.9718795691485411,0.2962511913388646
95,5,32,10.856354964834281,0.40278827101006087
95,6,64,12.30024815235447,0.37983267395784553
95,7,128,15.70496918002209,0.37051214637684
95,8,256,23.089308216120116,0.3701403010116097
95,9,512,26.593897341546835,0.3599557524764422
95,10,1024,31.560388423968107,0.3530646547874881
96,1,2,0.055306395903711,0.01382659897592775
96,2,4,0.11533137618067091,0.08490118380383121
96,3,8,0.5140353861581239,0.20026467382366614
96,4,16,1.9165110695414995,0.29414931521548837
96,5,32,7.2388834795267485,0.37142773151884567
96,6,64,13.066905087480336,0.3836796790256771
96,7,128,12.971774677625945,0.3605287662848032
96,8,256,18.47771352528798,0.35997391997382217
96,9,512,22.1040509933664,0.3526352901964069
96,10,1024,30.438040011678822,0.35178853143412114
97,1,2,0.19799490795439167,0.04949872698859792
97,2,4,0.10683424902957661,0.08171377218283671
97,3,8,0.2816686972990041,0.16387757812153553
97,4,16,0.9027840238092608,0.24368902756075858
97,5,32,6.225321565002105,0.3603896969373149
97,6,64,21.95689758894332,0.4183455670359881
97,7,128,17.488459070182216,0.37624951056711636
97,8,256,25.55841808346304,0.3748709224890076
97,9,512,31.81992058159085,0.3672032990654962
97,10,1024,47.346049901330844,0.36767862578961036
98,1,2,0.0014532751979614567,0.00036331879949036416
98,2,4,0.12973853933111812,0.09004809108579083
98,3,8,1.2312281464516346,0.2679494399882999
98,4,16,1.5209585380364388,0.2776318918362292
98,5,32,7.198598153637761,0.37101339946018547
98,6,64,17.86067903383946,0.4041938206304818
98,7,128,21.772379147818356,0.38821241620881997
98,8,256,31.322184346317954,0.38452228448172576
98,9,512,37.61362340999767,0.37409194854347705
98,10,1024,52.050874892040156,0.3711784997203945
99,1,2,0.13567753291801332,0.03391938322950333
99,2,4,0.5921007649999455,0.19237021030423757
99,3,8,1.0068058425307918,0.2505658717345621
99,4,16,3.4836261238675803,0.34154496965847564
99,5,32,6.5656764058308,0.3642469329183713
99,6,64,5.271400700285994,0.3298078691872385
99,7,128,16.310133756873256,0.37251882650918006
99,8,256,21.518982396199135,0.36689578708400633
99,9,512,23.53545230254531,0.3551024144586207
99,10,1024,25.41132767405361,0.34549577775921203
